Item Label,Image,Author,Submission DateTime,Year,Date,Instance Of Type Label,Longitude,Latitude,Inception,Admin Entity Label,Historic County Label
"Edinburgh, 14 Elm Row",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C%2014%20Elm%20Row.jpg,Wilmm,2017-09-24 16:22:47,2017,24,architectural structure,-3.18336,55.9586,N/A,City of Edinburgh,Midlothian
"Edinburgh, 18, 19 Elm Row",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C%2018%2C%2019%20Elm%20Row.jpg,Wilmm,2017-09-24 16:25:33,2017,24,architectural structure,-3.18314,55.9588,N/A,City of Edinburgh,Midlothian
Montagu Bridge,http://commons.wikimedia.org/wiki/Special:FilePath/View%20of%20Montagu%20Bridge%20from%20E.jpg,ArchHist,2018-09-09 17:04:14,2018,9,road bridge,-3.06728,55.90154,N/A,Midlothian,Midlothian
"Pollokshaws Road, Pollok Park, Pollok House, Stables",http://commons.wikimedia.org/wiki/Special:FilePath/Pollok%20House%20Stables%2001.jpg,Ammienoot,2017-09-30 18:26:46,2017,30,stable,-4.31638,55.8264,N/A,Glasgow City,Renfrewshire
"Gartloch Hospital, Asylum Block",http://commons.wikimedia.org/wiki/Special:FilePath/Gartloch%20Hospital%2C%20Asylum.jpg,Waldemar Luczak,2018-09-06 09:17:12,2018,6,architectural structure,-4.1041,55.8794,N/A,Glasgow City,Lanarkshire
"Edinburgh, 10 Warriston Crescent",http://commons.wikimedia.org/wiki/Special:FilePath/City%20of%20Edinburgh%20-%20Edinburgh%2C%2010%20Warriston%20Crescent%20-%2020230929174306.jpg,AlasdairW,2023-09-29 21:08:22,2023,29,terrace house,-3.19993,55.9638,N/A,City of Edinburgh,Midlothian
"Cromarty, Church Street, The Courthouse",http://commons.wikimedia.org/wiki/Special:FilePath/Court%20House%2C%20Cromarty%2001.jpg,Braveheart,2016-09-20 10:31:19,2016,20,architectural structure,-4.03116,57.68,N/A,Highland,Cromartyshire
"Edinburgh, 2, 3, 4 Warriston Crescent",http://commons.wikimedia.org/wiki/Special:FilePath/City%20of%20Edinburgh%20-%20Edinburgh%2C%202%2C%203%2C%204%20Warriston%20Crescent%20-%2020230929174149.jpg,AlasdairW,2023-09-29 20:22:08,2023,29,tenement,-3.20016,55.9633,N/A,City of Edinburgh,Midlothian
"27, 28 And 29 St Andrew Square And 1 North St Andrew Lane",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%20-%2027%2C%2028%20And%2029%20St%20Andrew%20Square%20And%201%20North%20St%20Andrew%20Lane%20-%2020140421234403.jpg,Enric,2018-09-24 23:22:44,2018,24,building,-3.19294,55.9552,N/A,City of Edinburgh,Midlothian
"Edinburgh, 11 Warriston Crescent",http://commons.wikimedia.org/wiki/Special:FilePath/City%20of%20Edinburgh%20-%20Edinburgh%2C%2011%20Warriston%20Crescent%20-%2020230929174334.jpg,AlasdairW,2023-09-29 20:50:58,2023,29,terrace house,-3.19992,55.9638,N/A,City of Edinburgh,Midlothian
"Cromarty, High Street, Townlands Farm, Barn",http://commons.wikimedia.org/wiki/Special:FilePath/Townlands%20Barn%2C%20Cromarty%2001.jpg,Braveheart,2016-09-20 21:11:38,2016,20,architectural structure,-4.03518,57.6806,N/A,Highland,Cromartyshire
"Edinburgh, Lauriston Place, Fire Brigade Station",http://commons.wikimedia.org/wiki/Special:FilePath/Fire%20Brigade%20Station%2C%20Lauriston%20Place%2C%20Edinburgh%2C%201.jpg,LornaMCampbell,2018-09-27 16:28:41,2018,27,architectural structure,-3.19966,55.9455,N/A,City of Edinburgh,Midlothian
"Newhailes House, Musselburgh",http://commons.wikimedia.org/wiki/Special:FilePath/Newhailes%20House.jpg,Gweduni,2017-09-30 13:09:01,2017,30,architectural structure; country house,-3.07916667,55.94083333,N/A,East Lothian,Midlothian
"Edinburgh, Dean Village, Damside, 19-54 Well Court",http://commons.wikimedia.org/wiki/Special:FilePath/DSCN6823%20Damside%2019-54%20Well%20Court%2C%20Dean%20Village.jpg,AlasdairW,2020-09-29 21:27:05,2020,29,architectural structure,-3.21799,55.9521,N/A,City of Edinburgh,Midlothian
"681 Alexandra Parade, St Andrew's East Church",http://commons.wikimedia.org/wiki/Special:FilePath/St%20Andrews%20East%20Church.jpg,CraigIW,2013-09-09 15:20:28,2013,9,church building,-4.2086,55.8631,N/A,Glasgow City,Lanarkshire
"Glasgow Green, Doulton Fountain",http://commons.wikimedia.org/wiki/Special:FilePath/Doulton%20Fountain%2C%20Glasgow%20Green.jpg,Delphine Dallison,2018-09-03 16:50:49,2018,3,fountain,-4.23623,55.8517,N/A,Glasgow City,Lanarkshire
